entity_group,score,word,start,end
B,0.51115394,index,104,110
B,0.514843,3,114,115
I,0.57563174,/,118,119
B,0.5221863,ology,7,12
B,0.69759667,udates showed growth,18,38
B,0.54560745,se,43,45
I,0.56817156,omonas aerugin,47,61
I,0.8644063,4-year old boy,3,17
I,0.72337735,history,50,58
B,0.9987186,presented,58,68
B,0.81869966,one,119,122
B,0.87441146,4,130,131
B,0.5572521,history,135,143
I,0.54385245,p,153,155
B,0.58094215,iness,158,163
I,0.6270219,p,175,177
B,0.8746547,ema,187,190
I,0.44324404,ab,191,194
B,0.91952944,inal,197,201
I,0.898269,p,201,203
B,0.7787644,ains,203,207
B,0.5486918,output,226,233
I,0.47403967,patient,28,36
B,0.5617887,diabetic,51,60
I,0.49390656,years,67,73
B,0.58627975,hypert,87,94
B,0.49750224,,104,105
B,0.5372026,ip,122,124
B,0.7673675,aned ,152,157
B,0.6890007,showed,16,23
B,0.69053096,growth,30,37
I,0.5608442,aerugin,52,60
B,0.42177725,bs,71,73
I,0.7763412,aerogenes,78,88
B,0.5276575,ic,7,9
I,0.7470113,blood cells/mm,42,57
I,0.6477032,blood cells/mm,67,82
B,0.60674715,i,91,92
B,0.56211823,culture,100,108
B,0.5792235,cyt,112,116
B,0.7535462,exam,122,127
B,0.56493187,yield,135,141
B,0.7229182,conduction study revealed,5,31
B,0.79743546,Liver,0,5
B,0.89477295,enlarged,9,18
B,0.70759374,hard,19,24
B,0.8196724,nod,25,29
B,0.6088226,edge,58,63
B,0.88025296,He,0,2
B,0.85028154,drowsy,15,22
B,0.7610867,seizure,44,52
B,0.8824508,Examination,0,11
B,0.91085637,presentation revealed,14,36
I,0.8154448,child,56,62
B,0.57914454,eversion,86,95
B,0.4556114,the,98,102
I,0.9320895,upper eyelids,102,116
B,0.6924614,vomiting,12,21
B,0.79804987,weight loss,24,36
B,0.80052555,median stern,9,22
I,0.608071,ot,22,24
B,0.83542496,omy,24,27
B,0.64813626,harvest,31,39
B,0.74435186,the,45,49
I,0.83003354,Mam,63,67
I,0.7928594,(LIMA,78,84
B,0.6074039,the,85,89
I,0.8038426,us,95,97
I,0.7354135,3 Off-p,98,105
I,0.53800493,izer,115,119
I,0.7166533,foot plate,123,134
B,0.7921333,used,139,144
I,0.54089236,imm,147,151
B,0.98264056,the,158,162
I,0.9754906,anterior,162,171
B,0.97981995,oc,174,176
I,0.73602915,ial,179,182
B,0.5561969,surface,182,190
B,0.82991636,ization,207,214
I,0.9978229,L,221,223
B,0.686479,Denied,0,6
B,0.5565091,smoking,31,39
B,0.5407479,findings,18,27
B,0.5900718,steomy,37,43
I,0.42184344,itis,45,49
B,0.4576923,sept,54,59
I,0.6400372,arthritis,61,71
I,0.65803206,ankle,78,84
B,0.7617293,suspected,88,98
B,0.6523387,venience,9,17
B,0.82125664,embarrassment,21,35
B,0.62552506,bow,40,44
B,0.71789217,caused distress,55,71
B,0.71076983,the,74,78
I,0.76379794,patient,78,86
I,0.8210664,mother,97,104
B,0.7588629,He,0,2
B,0.66061664,received dex,7,20
B,0.47511804,flow oxygen,36,48
B,0.8852757,elevation,53,63
B,0.48343375,head,70,75
B,0.60059834,,78,79
I,0.5571169,degrees,81,89
B,0.5112438,features,108,117
B,0.52143025,raised,120,127
B,0.50006837,pressure,140,149
B,0.86237437,findings,8,17
B,0.8475719,examination,30,42
B,0.8043585,she,43,47
B,0.8178649,colored,51,59
B,0.50928813,showed,40,47
B,0.51251656,patent,83,90
I,0.43598428,stem,115,120
B,0.6426237,sten,120,125
B,0.76883376,pro,139,143
I,0.78185666,LAD,148,152
B,0.4972643,sten,152,157
B,0.6211163,pain,3,8
B,0.75042367,present,12,20
B,0.6415147,the,25,29
I,0.90496975,patient,29,37
B,0.7903444,rest,44,49
B,0.6411354,worsened,54,63
I,0.797783,legs,72,77
B,0.5816675,bearing weight,81,96
B,0.6609311,restrict,102,111
B,0.55806386,disease,9,17
B,0.7769359,progressed,25,36
B,0.76831156,care,66,71
B,0.48036036,gem,73,76
B,0.64231765,capec,117,123
I,0.48744178,itab,123,127
B,0.67455953,ography,19,26
B,0.75488824,revealed,44,53
I,0.6758285,mm lesion,86,96
I,0.73388886,left infer,103,114
I,0.64127105,lung segment,120,133
B,0.81182116,Drainage,0,8
B,0.7547814,maintained,12,23
B,0.8435815,twelve,27,34
I,0.8771345,days,34,39
B,0.88750947,ization,53,60
B,0.4757647,aven,77,81
B,0.7217277,3,100,102
I,0.98415935,weeks,102,108
B,0.6199882,igations,6,14
I,0.48598474,ech,42,46
I,0.52493227,ventricular e,80,94
B,0.52782935,jection,94,101
B,0.7377457,vent,130,135
I,0.5153723,dys,142,146
B,0.4939068,Pel,0,3
B,0.94603693,scan revealed,6,20
B,0.39958203,fet,29,33
I,0.6607603,us,33,35
I,0.40515748,age,54,58
B,0.6458657,3,67,69
I,0.8365874,5 weeks,69,76
I,0.6267881,4,37,38
I,0.591938,/,39,40
I,0.91952413,9,47,48
I,0.9818231,IN,69,72
B,0.67676955,1,74,75
B,0.5347542,3,76,77
B,0.8847623,DNA,121,125
I,0.7391886,/,144,145
B,0.63830036,Her,0,3
I,0.6437941,palpebr,3,11
B,0.5201814,fissures,13,22
B,0.6774897,normal,27,34
B,0.6278309,ography,22,29
B,0.84739614,scan revealed,34,48
B,0.50549793,les,69,73
B,0.647641,5,93,94
I,0.51219064,cm,96,98
I,0.9383677,left liver lobe,105,121
B,0.5858247,5,125,127
I,0.60606414,cm,129,131
I,0.9278879,right lobe,138,149
B,0.53938997,ing index,15,24
B,0.8741736,pro,90,94
B,0.5264365,re,103,106
B,0.67253625,section,4,11
B,0.47818542,dil,18,22
B,0.5162194,A,0,1
I,0.7065027,male patient,1,14
B,0.69656056,born,15,20
B,0.58439124,,23,24
B,0.51005423,fell,29,34
B,0.5959888,,80,81
B,0.6054945,tet,108,112
B,0.6335187,re,3,6
B,0.6921891,hep,13,17
B,0.89350563,tests,30,36
B,0.5479824,normal,41,48
B,0.4906053,pregn,17,23
B,0.6108484,terminated,34,45
B,0.46118715,parent,48,55
B,0.587037,request,57,65
B,0.67996776,y revealed,94,104
B,0.50315464,mut,108,112
I,0.5204087,hyperinsulin,139,152
I,0.7086969,m,166,167
B,0.75924164,risk,10,15
B,0.7083411,claudication,41,54
B,0.5059808,5,95,96
B,0.4194576,carot,109,115
B,0.61051625,bru,117,121
B,0.6921036,mellit,152,159
B,0.4799969,ipid,172,176
B,0.50666517,cut,3,6
I,0.47275847,angiop,34,41
I,0.3724927,y,45,46
B,0.96643794,ist,7,10
B,0.6902373,hemistry,12,20
B,0.5876226,-,80,81
B,0.7442466,-,93,94
B,0.8120026,CD,100,103
I,0.5714781,1,104,105
B,0.9411988,Ki-,111,115
B,0.82473,(+5,117,121
B,0.8546093,"),",122,124
B,0.80463976,examination revealed spind,17,44
I,0.75859755,cell,46,51
B,0.629178,proliferation,51,65
I,0.63266206,ucosal layer,77,89
B,0.563876,bridement,21,30
B,0.8106507,excision,34,43
I,0.68228865,bodies,52,59
B,0.90671676,treatment,11,21
B,0.6749802,initiated,25,35
I,0.6923077,m,56,58
B,0.7578056,bid,59,63
B,0.5916,tr,86,89
B,0.9390232,echocardiography,3,20
B,0.9632973,fer,44,47
B,0.63814473,pericard,53,62
B,0.7122549,eff,65,69
B,0.83194286,astolic collapse,83,99
B,0.89498115,the right atrium,102,119
B,0.99794984,dilated,120,128
B,0.8212591,ena cava,139,147
B,0.9228547,,151,152
I,0.76212275,0,153,154
B,0.6492622,respir,155,162
B,0.8110797,Doppler mitral,184,199
B,0.9458678,ve,203,205
B,0.79790604,confirm,206,214
B,0.8285005,card,234,239
B,0.8852946,tampon,242,249
B,0.6858719,biopsy showed features,15,38
B,0.45896912,ammation,58,66
B,0.5713679,malignancy,67,78
B,0.5569756,tub,82,86
I,0.55886227,osis,91,95
B,0.6121847,ruled,100,106
B,0.8311049,analysis,23,32
I,0.46159273,an,39,42
B,0.72274053,showed,54,61
B,0.67549723,features,74,83
B,0.37342703,ab,89,92
I,0.44856668,scess,92,97
B,0.47972354,syn,114,118
I,0.746095,ovial cells,118,129
B,0.7126076,anomaly,19,27
B,0.8286269,identified,31,42
B,0.7067005,parameters,9,20
I,0.8143708,uterus,3,10
B,0.5248825,endometrium,18,30
B,0.7152304,normal,35,42
B,0.48846468,X,2,4
B,0.55198145,ray,5,8
I,0.48440397,ankle,15,21
B,0.8942652,showed,21,28
I,0.4661126,lyt,47,51
B,0.46410584,lesion,53,60
I,0.50231695,us,71,73
I,0.49207863,tissue,82,89
B,0.6601993,swelling,89,98
B,0.48705173,the,105,109
I,0.8645861,ankle joint,109,121
I,0.7656791,left fallopian tube,3,23
B,0.5142009,ovary,27,33
B,0.64484596,distinguished,46,60
B,0.34942976,tum,83,87
I,0.40597445,our,87,90
B,0.77863884,pregnancy,9,19
B,0.694469,,22,23
I,0.43782026,9,25,26
B,0.806989,unknown,31,39
B,0.5592613,,59,60
I,0.50460076,gest,64,69
I,0.902114,weeks,76,82
I,0.44487286,aut,98,101
B,0.54801726,growth retardation,106,125
B,0.8142196,appeared,22,31
B,0.69317955,lie,34,38
B,0.34507623,caps,49,54
I,0.39308682,ule,54,57
B,0.7226012,appeared,71,80
B,0.72850114,it,97,100
B,0.6449322,image,116,122
I,0.79539347,left knee,129,139
B,0.73886144,ascites,12,20
B,0.6203396,hepatos,27,35
I,0.51481247,plenomegaly,35,46
B,0.5941958,resected ax,3,15
I,0.70886356,lymph nodes,21,33
B,0.54849553,astases,47,54
I,0.73849314,I lymph nodes,80,94
B,0.5179204,ified masses,13,25
B,0.6114239,found,30,36
I,0.5222491,sacs,60,65
B,0.80399984,omy wound,8,17
B,0.8653792,open,26,31
B,0.6469211,opsie,2,7
B,0.5566339,imens,12,17
B,0.8007397,showed ne,22,32
B,0.5059233,debris,38,45
B,0.64682597,m,46,48
I,0.47593328,uc,59,61
I,0.5240015,nec,65,69
B,0.4708417,response,100,109
B,0.9915986,examination,2,14
I,0.78447,she,15,19
B,0.8320634,temperature of 38,25,43
B,0.8435629,2,44,45
B,0.7568645,1,64,66
B,0.68977046,5,67,68
I,0.9324969,ats/,71,75
B,0.91053724,pressure of ,88,101
I,0.65012383,9,101,102
B,0.96124184,0/,102,104
B,0.8797989,0,105,106
I,0.82104224,mm,106,108
B,0.5258497,g,109,110
B,0.78547305,respiratory rate of ,111,132
I,0.8200331,2,132,133
B,0.7028142,5,133,134
I,0.8003607,breaths/,134,143
B,0.5114591,minute,143,149
B,0.80088204,m,150,152
B,0.6757108,sounds,164,171
B,0.7362458,ular distention,179,194
B,0.7913782,operation,10,20
I,0.68910474,ankle joint,25,37
B,0.8474813,explored,41,50
B,0.74719733,approach,70,79
B,0.8187128,ysis,6,10
B,0.4556529,dip,25,29
B,0.8954636,revealed,35,44
B,0.6558385,equ,79,83
I,0.6117913,g ur,93,97
I,0.5408471,protein per day,102,118
B,0.93531114,She,0,3
B,0.52199733,increase,56,65
B,0.54796755,count,76,82
I,0.78975886,right eye,20,30
B,0.67761093,normal,35,42
I,0.56674016,palpebral fissures,87,106
I,0.7716906,eyes,114,119
B,0.8643171,She,0,3
B,0.6703343,response,23,32
B,0.5429093,control,36,44
B,0.61791146,showed,61,68
B,0.6136935,resolution,77,88
I,0.6221675,pericardial effusion,95,116
B,0.8426824,We,0,2
B,0.9035144,bleeding,30,39
B,0.51868623,f,48,50
I,0.6591608,tumor,56,62
I,0.8288874,patient,3,11
B,0.66421294,conserv,23,31
B,0.58096504,system,53,60
B,0.48968405,he,84,87
B,0.6416536,satisf,91,98
B,0.858342,response,104,113
B,0.6532388,improvement,117,129
B,0.42711252,ear,151,155
B,0.6911726,charge,159,165
B,0.7531543,vertigo,166,174
B,0.80753875,plopia,182,188
B,0.614248,response,216,225
B,0.67876947,hearing loss,235,248
B,0.7195348,inn,254,257
I,0.4874356,it,257,259
B,0.65487254,oxylin,5,11
B,0.5061183,eos,15,19
B,0.51738554,E,25,26
B,0.7312766,staining,27,36
I,0.67411226,AS,52,54
B,0.54990643,analysis,19,28
I,0.82414186,weeks,41,47
B,0.6596552,ociation,111,119
B,0.8645823,investigations,7,22
B,0.61465806,i,60,61
B,0.5202053,ains,6,10
B,0.7447701,removed,15,23
I,0.47857848,ab,54,57
I,0.6091185,ess cavities,59,71
B,0.7886667,clear,78,84
B,0.89942765,She,0,3
B,0.7517683,pal,7,11
B,0.5782862,ery,14,18
B,0.4854149,par,43,47
B,0.55946696,ement,58,63
B,0.6658081,ydr,51,54
B,0.9284824,igen ,61,66
B,0.79052347,CA,71,73
B,0.7052843,3,76,77
B,0.9028376,8,82,83
I,0.92021227,/,85,86
B,0.7237049,measured 17,9,21
I,0.51971775,cm,23,25
B,0.68093735,ascites,44,52
B,0.7988883,workup,7,14
I,0.4396172,patient,21,29
B,0.5684445,demonstrated,29,42
B,0.756621,radi,51,56
B,0.6487414,lesions,62,70
B,0.5475688,treatment,23,33
B,0.6523237,ceph,38,42
B,0.7547817,initiated,70,80
